"Scenario","Region","Variable","Year","Value"
"Current Measures","Yukon","Natural Gas","2048","0.881800"
"Current Measures","Yukon","Natural Gas","2049","0.883700"
"Current Measures","Yukon","Natural Gas","2050","0.888600"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2005","0.201500"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2006","0.101500"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2007","0.201600"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2008","0.201600"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2009","0.200800"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2010","0.200300"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2011","0.201500"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2012","0.101600"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2013","0.201000"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2014","0.201300"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2015","0.102300"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2016","0.201800"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2017","0.200100"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2018","0.100000"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2019","0.199900"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2020","0.200200"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2021","0.200500"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2022","0.184700"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2023","0.450500"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2024","0.203700"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2025","0.186500"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2026","0.186100"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2027","0.183300"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2028","0.183600"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2029","0.163100"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2030","0.163600"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2031","0.165200"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2032","0.164200"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2033","0.163400"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2034","0.162300"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2035","0.164800"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2036","0.178900"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2037","0.199900"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2038","0.184400"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2039","0.196700"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2040","0.201200"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2041","0.222000"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2042","0.240300"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2043","0.251300"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2044","0.251800"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2045","0.279200"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2046","0.287000"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2047","0.293700"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2048","0.282000"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2049","0.310800"
"Current Measures","Yukon","Other Renewables and Landfill Gas","2050","0.322600"
"Current Measures","Yukon","Refined Petroleum Products","2005","6.387300"
"Current Measures","Yukon","Refined Petroleum Products","2006","6.833500"
"Current Measures","Yukon","Refined Petroleum Products","2007","7.004600"
"Current Measures","Yukon","Refined Petroleum Products","2008","7.518500"
"Current Measures","Yukon","Refined Petroleum Products","2009","7.122000"
"Current Measures","Yukon","Refined Petroleum Products","2010","7.736800"
"Current Measures","Yukon","Refined Petroleum Products","2011","7.748900"
"Current Measures","Yukon","Refined Petroleum Products","2012","7.672800"
"Current Measures","Yukon","Refined Petroleum Products","2013","7.367400"
"Current Measures","Yukon","Refined Petroleum Products","2014","6.273000"
"Current Measures","Yukon","Refined Petroleum Products","2015","6.169000"
"Current Measures","Yukon","Refined Petroleum Products","2016","6.138500"
"Current Measures","Yukon","Refined Petroleum Products","2017","6.040600"
"Current Measures","Yukon","Refined Petroleum Products","2018","6.518800"
"Current Measures","Yukon","Refined Petroleum Products","2019","6.891900"
"Current Measures","Yukon","Refined Petroleum Products","2020","6.873700"
"Current Measures","Yukon","Refined Petroleum Products","2021","7.303200"
"Current Measures","Yukon","Refined Petroleum Products","2022","7.616900"
"Current Measures","Yukon","Refined Petroleum Products","2023","7.711500"
"Current Measures","Yukon","Refined Petroleum Products","2024","7.414600"
"Current Measures","Yukon","Refined Petroleum Products","2025","7.182300"
"Current Measures","Yukon","Refined Petroleum Products","2026","7.308400"
"Current Measures","Yukon","Refined Petroleum Products","2027","7.389200"
"Current Measures","Yukon","Refined Petroleum Products","2028","7.552300"
"Current Measures","Yukon","Refined Petroleum Products","2029","7.410300"
"Current Measures","Yukon","Refined Petroleum Products","2030","7.859000"
"Current Measures","Yukon","Refined Petroleum Products","2031","8.003100"
"Current Measures","Yukon","Refined Petroleum Products","2032","7.972400"
"Current Measures","Yukon","Refined Petroleum Products","2033","7.877300"
"Current Measures","Yukon","Refined Petroleum Products","2034","7.785600"
"Current Measures","Yukon","Refined Petroleum Products","2035","7.593900"
"Current Measures","Yukon","Refined Petroleum Products","2036","7.547000"
"Current Measures","Yukon","Refined Petroleum Products","2037","7.789700"
"Current Measures","Yukon","Refined Petroleum Products","2038","6.840300"
"Current Measures","Yukon","Refined Petroleum Products","2039","6.900600"
"Current Measures","Yukon","Refined Petroleum Products","2040","6.958000"
"Current Measures","Yukon","Refined Petroleum Products","2041","7.040700"
"Current Measures","Yukon","Refined Petroleum Products","2042","7.113300"
"Current Measures","Yukon","Refined Petroleum Products","2043","7.157900"
"Current Measures","Yukon","Refined Petroleum Products","2044","7.269400"
"Current Measures","Yukon","Refined Petroleum Products","2045","7.307900"
"Current Measures","Yukon","Refined Petroleum Products","2046","7.357500"
"Current Measures","Yukon","Refined Petroleum Products","2047","7.428500"
"Current Measures","Yukon","Refined Petroleum Products","2048","7.517700"
"Current Measures","Yukon","Refined Petroleum Products","2049","7.542400"
"Current Measures","Yukon","Refined Petroleum Products","2050","7.628700"
"Current Measures","Yukon","Total","2005","8.214200"
"Current Measures","Yukon","Total","2006","8.437900"
"Current Measures","Yukon","Total","2007","8.626600"
"Current Measures","Yukon","Total","2008","9.162000"
"Current Measures","Yukon","Total","2009","8.844500"
"Current Measures","Yukon","Total","2010","9.445100"
"Current Measures","Yukon","Total","2011","9.474700"
"Current Measures","Yukon","Total","2012","9.419600"
"Current Measures","Yukon","Total","2013","9.161200"
"Current Measures","Yukon","Total","2014","8.015500"
"Current Measures","Yukon","Total","2015","8.060200"
"Current Measures","Yukon","Total","2016","8.129200"
"Current Measures","Yukon","Total","2017","8.212800"
"Current Measures","Yukon","Total","2018","8.660200"
"Current Measures","Yukon","Total","2019","9.244400"
"Current Measures","Yukon","Total","2020","9.104800"
"Current Measures","Yukon","Total","2021","9.560400"
"Current Measures","Yukon","Total","2022","9.875900"
"Current Measures","Yukon","Total","2023","10.272700"
"Current Measures","Yukon","Total","2024","10.127900"
"Current Measures","Yukon","Total","2025","9.583100"
"Current Measures","Yukon","Total","2026","9.809300"
"Current Measures","Yukon","Total","2027","9.981500"
"Current Measures","Yukon","Total","2028","10.238000"
"Current Measures","Yukon","Total","2029","10.453200"
"Current Measures","Yukon","Total","2030","11.266400"
"Current Measures","Yukon","Total","2031","11.469300"
"Current Measures","Yukon","Total","2032","11.403900"
"Current Measures","Yukon","Total","2033","11.288300"
"Current Measures","Yukon","Total","2034","11.176000"
"Current Measures","Yukon","Total","2035","10.915800"
"Current Measures","Yukon","Total","2036","10.959900"
"Current Measures","Yukon","Total","2037","10.762100"
"Current Measures","Yukon","Total","2038","9.488000"
"Current Measures","Yukon","Total","2039","9.607800"
"Current Measures","Yukon","Total","2040","9.739500"
"Current Measures","Yukon","Total","2041","9.850400"
"Current Measures","Yukon","Total","2042","9.969900"
"Current Measures","Yukon","Total","2043","10.059600"
"Current Measures","Yukon","Total","2044","10.204400"
"Current Measures","Yukon","Total","2045","10.290100"
"Current Measures","Yukon","Total","2046","10.367200"
"Current Measures","Yukon","Total","2047","10.473600"
"Current Measures","Yukon","Total","2048","10.550100"
"Current Measures","Yukon","Total","2049","10.622000"
"Current Measures","Yukon","Total","2050","10.724700"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2005","484.570200"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2006","491.161500"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2007","487.927900"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2008","468.429600"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2009","454.130100"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2010","419.271700"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2011","429.646400"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2012","419.762300"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2013","429.275400"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2014","480.225700"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2015","423.352100"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2016","418.166100"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2017","398.279000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2018","316.803000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2019","298.456000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2020","245.608000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2021","177.602000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2022","109.281000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2023","97.619000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2024","40.384000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2025","0.174700"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2026","0.150000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2027","0.130300"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2028","0.111100"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2029","0.101800"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2030","0.095800"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2031","0.098900"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2032","0.102800"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2033","0.106100"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2034","0.109900"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2035","0.113500"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2036","0.116400"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2037","0.120300"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2038","0.123900"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2039","0.128000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2040","0.131900"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2041","0.135700"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2042","0.139600"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2043","0.143500"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2044","0.148100"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2045","0.153000"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2046","0.158300"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2047","0.163800"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2048","0.169500"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2049","0.175500"
"Higher Scenario","Alberta","Coal, Coke and Coke Oven Gas","2050","0.182000"
"Higher Scenario","Alberta","Hydro","2005","8.337600"
"Higher Scenario","Alberta","Hydro","2006","5.339500"
"Higher Scenario","Alberta","Hydro","2007","5.339500"
"Higher Scenario","Alberta","Hydro","2008","5.339500"
"Higher Scenario","Alberta","Hydro","2009","5.339500"
"Higher Scenario","Alberta","Hydro","2010","5.339500"
"Higher Scenario","Alberta","Hydro","2011","7.109300"
"Higher Scenario","Alberta","Hydro","2012","9.259700"
"Higher Scenario","Alberta","Hydro","2013","7.159800"
"Higher Scenario","Alberta","Hydro","2014","6.557000"
"Higher Scenario","Alberta","Hydro","2015","7.118900"
"Higher Scenario","Alberta","Hydro","2016","7.095900"
"Higher Scenario","Alberta","Hydro","2017","7.422400"
"Higher Scenario","Alberta","Hydro","2018","7.168000"
"Higher Scenario","Alberta","Hydro","2019","7.356500"
"Higher Scenario","Alberta","Hydro","2020","7.744800"
"Higher Scenario","Alberta","Hydro","2021","7.465900"
"Higher Scenario","Alberta","Hydro","2022","7.168600"
"Higher Scenario","Alberta","Hydro","2023","6.422100"
"Higher Scenario","Alberta","Hydro","2024","7.198900"
"Higher Scenario","Alberta","Hydro","2025","7.140200"
"Higher Scenario","Alberta","Hydro","2026","7.206300"
"Higher Scenario","Alberta","Hydro","2027","7.182700"
"Higher Scenario","Alberta","Hydro","2028","6.798700"
"Higher Scenario","Alberta","Hydro","2029","6.548100"
"Higher Scenario","Alberta","Hydro","2030","6.557600"
"Higher Scenario","Alberta","Hydro","2031","6.538300"
"Higher Scenario","Alberta","Hydro","2032","6.564600"
"Higher Scenario","Alberta","Hydro","2033","6.927900"
"Higher Scenario","Alberta","Hydro","2034","7.077900"
"Higher Scenario","Alberta","Hydro","2035","7.088300"
"Higher Scenario","Alberta","Hydro","2036","6.943400"
"Higher Scenario","Alberta","Hydro","2037","7.092300"
"Higher Scenario","Alberta","Hydro","2038","7.066300"
"Higher Scenario","Alberta","Hydro","2039","7.069000"
"Higher Scenario","Alberta","Hydro","2040","6.944600"
"Higher Scenario","Alberta","Hydro","2041","7.084700"
"Higher Scenario","Alberta","Hydro","2042","7.078500"
"Higher Scenario","Alberta","Hydro","2043","7.064200"
"Higher Scenario","Alberta","Hydro","2044","6.935600"
"Higher Scenario","Alberta","Hydro","2045","6.697100"
"Higher Scenario","Alberta","Hydro","2046","6.710000"
"Higher Scenario","Alberta","Hydro","2047","6.692600"
"Higher Scenario","Alberta","Hydro","2048","6.562900"
"Higher Scenario","Alberta","Hydro","2049","6.699800"
"Higher Scenario","Alberta","Hydro","2050","6.731100"
"Higher Scenario","Alberta","Natural Gas","2005","1482.676100"
"Higher Scenario","Alberta","Natural Gas","2006","1545.764000"
"Higher Scenario","Alberta","Natural Gas","2007","1663.445800"
"Higher Scenario","Alberta","Natural Gas","2008","1639.089300"
"Higher Scenario","Alberta","Natural Gas","2009","1658.101600"
"Higher Scenario","Alberta","Natural Gas","2010","1717.394000"
"Higher Scenario","Alberta","Natural Gas","2011","1859.563700"
"Higher Scenario","Alberta","Natural Gas","2012","1960.663100"
"Higher Scenario","Alberta","Natural Gas","2013","2022.589100"
"Higher Scenario","Alberta","Natural Gas","2014","2043.359600"
"Higher Scenario","Alberta","Natural Gas","2015","2121.579900"
"Higher Scenario","Alberta","Natural Gas","2016","2051.326600"
"Higher Scenario","Alberta","Natural Gas","2017","2203.762100"
"Higher Scenario","Alberta","Natural Gas","2018","2343.603100"
"Higher Scenario","Alberta","Natural Gas","2019","2361.465000"
"Higher Scenario","Alberta","Natural Gas","2020","2295.866600"
"Higher Scenario","Alberta","Natural Gas","2021","2426.545900"
"Higher Scenario","Alberta","Natural Gas","2022","2500.903400"
"Higher Scenario","Alberta","Natural Gas","2023","2509.179100"
"Higher Scenario","Alberta","Natural Gas","2024","2589.847200"
"Higher Scenario","Alberta","Natural Gas","2025","2578.764700"
"Higher Scenario","Alberta","Natural Gas","2026","2572.990700"
"Higher Scenario","Alberta","Natural Gas","2027","2599.490800"
"Higher Scenario","Alberta","Natural Gas","2028","2660.622600"
"Higher Scenario","Alberta","Natural Gas","2029","2684.510500"
"Higher Scenario","Alberta","Natural Gas","2030","2678.451100"
"Higher Scenario","Alberta","Natural Gas","2031","2722.672000"
"Higher Scenario","Alberta","Natural Gas","2032","2701.489900"
"Higher Scenario","Alberta","Natural Gas","2033","2695.586500"
"Higher Scenario","Alberta","Natural Gas","2034","2716.761800"
"Higher Scenario","Alberta","Natural Gas","2035","2643.179800"
"Higher Scenario","Alberta","Natural Gas","2036","2694.838400"
"Higher Scenario","Alberta","Natural Gas","2037","2693.349100"
"Higher Scenario","Alberta","Natural Gas","2038","2712.998200"
"Higher Scenario","Alberta","Natural Gas","2039","2749.519100"
"Higher Scenario","Alberta","Natural Gas","2040","2792.939200"
"Higher Scenario","Alberta","Natural Gas","2041","2812.198500"
"Higher Scenario","Alberta","Natural Gas","2042","2834.778000"
"Higher Scenario","Alberta","Natural Gas","2043","2863.212500"
"Higher Scenario","Alberta","Natural Gas","2044","2927.138800"
"Higher Scenario","Alberta","Natural Gas","2045","2892.114200"
"Higher Scenario","Alberta","Natural Gas","2046","2887.600600"
"Higher Scenario","Alberta","Natural Gas","2047","2871.735600"
"Higher Scenario","Alberta","Natural Gas","2048","2859.073900"
"Higher Scenario","Alberta","Natural Gas","2049","2804.976600"
"Higher Scenario","Alberta","Natural Gas","2050","2776.175700"
"Higher Scenario","Alberta","Nuclear","2005","0.000000"
"Higher Scenario","Alberta","Nuclear","2006","0.000000"
"Higher Scenario","Alberta","Nuclear","2007","0.000000"
"Higher Scenario","Alberta","Nuclear","2008","0.000000"
"Higher Scenario","Alberta","Nuclear","2009","0.000000"
"Higher Scenario","Alberta","Nuclear","2010","0.000000"
"Higher Scenario","Alberta","Nuclear","2011","0.000000"
"Higher Scenario","Alberta","Nuclear","2012","0.000000"
"Higher Scenario","Alberta","Nuclear","2013","0.000000"
"Higher Scenario","Alberta","Nuclear","2014","0.000000"
"Higher Scenario","Alberta","Nuclear","2015","0.000000"
"Higher Scenario","Alberta","Nuclear","2016","0.000000"
"Higher Scenario","Alberta","Nuclear","2017","0.000000"
"Higher Scenario","Alberta","Nuclear","2018","0.000000"
"Higher Scenario","Alberta","Nuclear","2019","0.000000"
"Higher Scenario","Alberta","Nuclear","2020","0.000000"
"Higher Scenario","Alberta","Nuclear","2021","0.000000"
"Higher Scenario","Alberta","Nuclear","2022","0.000000"
"Higher Scenario","Alberta","Nuclear","2023","0.000000"
"Higher Scenario","Alberta","Nuclear","2024","0.000000"
"Higher Scenario","Alberta","Nuclear","2025","0.000000"
"Higher Scenario","Alberta","Nuclear","2026","0.000000"
"Higher Scenario","Alberta","Nuclear","2027","0.000000"
"Higher Scenario","Alberta","Nuclear","2028","0.000000"
"Higher Scenario","Alberta","Nuclear","2029","0.000000"
"Higher Scenario","Alberta","Nuclear","2030","0.000000"
"Higher Scenario","Alberta","Nuclear","2031","0.000000"
"Higher Scenario","Alberta","Nuclear","2032","0.000000"
"Higher Scenario","Alberta","Nuclear","2033","0.000000"
"Higher Scenario","Alberta","Nuclear","2034","0.000000"
"Higher Scenario","Alberta","Nuclear","2035","0.000000"
"Higher Scenario","Alberta","Nuclear","2036","0.000000"
"Higher Scenario","Alberta","Nuclear","2037","0.000000"
"Higher Scenario","Alberta","Nuclear","2038","0.000000"
"Higher Scenario","Alberta","Nuclear","2039","0.000000"
"Higher Scenario","Alberta","Nuclear","2040","0.000000"
"Higher Scenario","Alberta","Nuclear","2041","0.000000"
"Higher Scenario","Alberta","Nuclear","2042","0.000000"
"Higher Scenario","Alberta","Nuclear","2043","0.000000"
"Higher Scenario","Alberta","Nuclear","2044","2.225000"
"Higher Scenario","Alberta","Nuclear","2045","44.860000"
"Higher Scenario","Alberta","Nuclear","2046","95.075000"
"Higher Scenario","Alberta","Nuclear","2047","148.074000"
"Higher Scenario","Alberta","Nuclear","2048","191.253000"
"Higher Scenario","Alberta","Nuclear","2049","254.815000"
"Higher Scenario","Alberta","Nuclear","2050","315.949000"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2005","127.077800"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2006","99.843800"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2007","104.649900"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2008","94.070300"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2009","94.197800"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2010","92.444400"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2011","109.239100"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2012","115.594700"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2013","131.420900"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2014","147.704600"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2015","113.141900"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2016","94.283300"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2017","95.354700"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2018","120.533200"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2019","118.194400"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2020","121.823100"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2021","132.910000"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2022","142.773500"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2023","166.167600"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2024","179.329900"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2025","194.900600"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2026","200.301000"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2027","209.889000"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2028","231.736400"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2029","241.528300"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2030","278.591600"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2031","287.257800"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2032","305.521000"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2033","316.003500"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2034","326.515700"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2035","358.701600"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2036","371.311300"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2037","384.351700"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2038","395.489100"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2039","405.666200"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2040","417.028400"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2041","428.789500"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2042","438.102600"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2043","450.456000"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2044","462.338100"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2045","479.804600"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2046","483.055100"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2047","492.898300"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2048","510.067100"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2049","532.100400"
"Higher Scenario","Alberta","Other Renewables and Landfill Gas","2050","559.309200"
"Higher Scenario","Alberta","Refined Petroleum Products","2005","1141.692700"
"Higher Scenario","Alberta","Refined Petroleum Products","2006","1216.205900"
"Higher Scenario","Alberta","Refined Petroleum Products","2007","1268.225200"
"Higher Scenario","Alberta","Refined Petroleum Products","2008","1217.997300"
"Higher Scenario","Alberta","Refined Petroleum Products","2009","1252.165900"
"Higher Scenario","Alberta","Refined Petroleum Products","2010","1299.063200"
"Higher Scenario","Alberta","Refined Petroleum Products","2011","1304.366600"
"Higher Scenario","Alberta","Refined Petroleum Products","2012","1362.809400"
"Higher Scenario","Alberta","Refined Petroleum Products","2013","1300.358300"
"Higher Scenario","Alberta","Refined Petroleum Products","2014","1315.527400"
"Higher Scenario","Alberta","Refined Petroleum Products","2015","1329.964500"
"Higher Scenario","Alberta","Refined Petroleum Products","2016","1252.290700"
"Higher Scenario","Alberta","Refined Petroleum Products","2017","1287.216700"
"Higher Scenario","Alberta","Refined Petroleum Products","2018","1357.580200"
"Higher Scenario","Alberta","Refined Petroleum Products","2019","1400.901400"
"Higher Scenario","Alberta","Refined Petroleum Products","2020","1314.802400"
"Higher Scenario","Alberta","Refined Petroleum Products","2021","1298.023700"
"Higher Scenario","Alberta","Refined Petroleum Products","2022","1302.120400"
"Higher Scenario","Alberta","Refined Petroleum Products","2023","1320.668800"
"Higher Scenario","Alberta","Refined Petroleum Products","2024","1328.313000"
"Higher Scenario","Alberta","Refined Petroleum Products","2025","1308.887700"
"Higher Scenario","Alberta","Refined Petroleum Products","2026","1309.736300"
"Higher Scenario","Alberta","Refined Petroleum Products","2027","1328.778100"
"Higher Scenario","Alberta","Refined Petroleum Products","2028","1443.573400"
"Higher Scenario","Alberta","Refined Petroleum Products","2029","1451.286800"
"Higher Scenario","Alberta","Refined Petroleum Products","2030","1459.069800"
"Higher Scenario","Alberta","Refined Petroleum Products","2031","1581.772000"
"Higher Scenario","Alberta","Refined Petroleum Products","2032","1598.942900"
"Higher Scenario","Alberta","Refined Petroleum Products","2033","1608.764600"
"Higher Scenario","Alberta","Refined Petroleum Products","2034","1623.610600"
"Higher Scenario","Alberta","Refined Petroleum Products","2035","1636.768000"
"Higher Scenario","Alberta","Refined Petroleum Products","2036","1657.925800"
"Higher Scenario","Alberta","Refined Petroleum Products","2037","1674.178100"
"Higher Scenario","Alberta","Refined Petroleum Products","2038","1687.159100"
"Higher Scenario","Alberta","Refined Petroleum Products","2039","1703.270300"
"Higher Scenario","Alberta","Refined Petroleum Products","2040","1717.598900"
"Higher Scenario","Alberta","Refined Petroleum Products","2041","1732.290700"
"Higher Scenario","Alberta","Refined Petroleum Products","2042","1747.817300"
"Higher Scenario","Alberta","Refined Petroleum Products","2043","1761.498900"
"Higher Scenario","Alberta","Refined Petroleum Products","2044","1779.156400"
"Higher Scenario","Alberta","Refined Petroleum Products","2045","1795.241700"
"Higher Scenario","Alberta","Refined Petroleum Products","2046","1812.647600"
"Higher Scenario","Alberta","Refined Petroleum Products","2047","1831.050300"
"Higher Scenario","Alberta","Refined Petroleum Products","2048","1848.997100"
"Higher Scenario","Alberta","Refined Petroleum Products","2049","1867.942300"
"Higher Scenario","Alberta","Refined Petroleum Products","2050","1888.812100"
"Higher Scenario","Alberta","Total","2005","3244.354400"
"Higher Scenario","Alberta","Total","2006","3358.314700"
"Higher Scenario","Alberta","Total","2007","3529.588300"
"Higher Scenario","Alberta","Total","2008","3424.926000"
"Higher Scenario","Alberta","Total","2009","3463.934900"
"Higher Scenario","Alberta","Total","2010","3533.512800"
"Higher Scenario","Alberta","Total","2011","3709.925100"
"Higher Scenario","Alberta","Total","2012","3868.089200"
"Higher Scenario","Alberta","Total","2013","3890.803500"
"Higher Scenario","Alberta","Total","2014","3993.374300"
"Higher Scenario","Alberta","Total","2015","3995.157300"
"Higher Scenario","Alberta","Total","2016","3823.162600"
"Higher Scenario","Alberta","Total","2017","3992.034900"
